term,2014-10-15,2014-10-22,2014-10-01,2014-10-08
stellar,0,1,2,4
stench,2,4,1,0
stephenasmith,0,3,1,3
stephenathome,2,0,3,2
stephens,1,0,1,1
stephlecci,0,1,2,3
steppinrazzr,0,1,4,1
stereotyped,0,1,2,5
stereotypical,2,3,0,1
stern,1,0,2,1
steubenville,1,1,0,1
steve_sailer,1,1,1,0
steveharveyy,1,1,1,0
stevenson,1,1,0,1
stevenwhawkins,0,24,5,9
stew,0,2,2,1
sth,1,2,0,1
sticker,1,0,1,3
stickers,1,0,1,1
stiff,1,3,0,1
stifle,1,0,1,1
stifling,0,1,1,1
sting,0,3,1,5
stinkin,1,2,1,0
stinking,0,2,3,4
stirrer,2,1,0,2
stirrers,1,0,1,1
stitch,1,1,1,0
stitcher,3,2,0,3
stl_anon,0,2,1,1
stl_blonde,2,0,6,2
stl_mike_d,0,2,1,3
stlashleymarie,2,1,0,1
stlcardinals,2,0,5,2
stlcity,1,4,0,10
stlcpd,0,5,3,2
stldeathtoll,1,3,0,2
stlfilmmaker,2,0,5,1
stlhandyman,2,2,2,0
stlmetsfan5,0,1,2,5
stlmpd,1,0,3,5
stlnews2,1,0,1,5
stlouisbrew,0,2,3,1
stlouisdetroit,2,11,2,0
stlouispd,0,1,1,6
stlpoa,1,1,1,0
stlpolice,1,0,2,5
stlpsc,1,0,4,11
stlrams,8,2,0,22
stlrevolts,9,3,0,40
stlriots,1,1,0,4
stlu,3,1,0,7
stocked,1,3,1,0
stockmarket,1,1,0,1
stoke,2,6,0,5
stoked,0,5,1,2
stokely,1,0,1,1
stomped,0,1,2,2
stomping,1,2,0,4
stonewall,0,2,4,2
stonewalling,1,0,1,1
stooge,0,2,1,5
stopandfrisk,2,5,0,12
stopkillingeachother,3,1,0,2
stopmotionsolo,0,3,1,12
stoppolicebrutality,0,10,1,10
stopracialprofiling,1,1,2,0
stopthehate,1,1,0,2
stopthekillings,1,1,0,1
stopwhitepeople2014,2,3,0,1
stormed,1,6,0,3
stormfront,0,1,1,1
storyful,2,0,1,1
strachan,1,0,1,1
straighten,4,1,1,0
strain,1,3,0,2
strained,1,2,0,1
strait,1,2,0,1
strangely,4,0,3,5
strap,3,1,0,1
strapped,4,4,0,1
strategize,1,0,3,5
straws,4,6,0,2
straz,1,2,0,1
streamup,1,0,1,2
streamuplive,1,0,4,4
strengthens,0,1,1,1
stretched,0,1,2,1
strict,0,2,1,1
strictly,0,4,1,4
stringer,2,1,0,1
strings,0,3,1,5
stripes,1,0,5,2
stripper,1,2,0,1
strips,1,1,0,1
strolled,3,1,1,0
strongarm,1,1,1,0
strongertogether,0,1,4,7
strongtowns,1,0,1,2
structured,0,4,1,1
sttbs73,15,0,2,3
stumbled,1,0,1,1
stumbling,4,2,0,3
stupider,2,1,0,1
stupidest,2,8,0,3
stupidly,0,4,1,2
stupids,1,0,1,1
styles,1,2,0,2
su2candme,13,2,0,2
subconsciously,1,0,1,1
subdue,0,2,2,5
subduing,2,1,0,1
subhuman,2,3,5,0
subhumans,1,1,0,1
subjugation,2,1,0,2
subpoena,1,0,2,2
subprime,1,0,1,1
subsequent,0,2,1,2
subset,0,1,2,1
subside,1,1,2,0
subsidized,2,1,0,2
substantial,0,2,2,5
subtext,1,0,1,1
subtly,4,1,3,0
suburbia,0,1,1,1
succeeding,0,3,1,10
succeeds,2,0,1,6
successes,1,2,1,0
succession,3,1,1,0
sucked,1,2,0,5
suckers,1,2,0,4
suede,0,3,40,4
suelynsey,1,2,0,5
suey,0,27,2,1
sufficiency,1,0,2,1
suffrage,2,0,1,1
sugge,2,0,1,5
suing,0,11,6,4
suited,0,1,1,2
sullivan,1,3,3,0
summarize,1,1,1,0
summers,1,0,1,1
sumn,1,2,0,2
sundown,3,0,1,2
sunnyshenmaat,1,1,2,0
sunrise,1,0,1,1
superman,1,5,0,6
supermarket,1,0,1,3
superstar,3,2,0,2
supp,1,2,1,0
supplied,2,0,4,2
supplying,2,2,0,5
supportblackbusiness,1,0,3,2
supportferguson,1,0,1,2
supportofficerwilson,2,0,1,4
supportpolice,9,3,0,3
suppressed,0,4,2,69
suppressing,0,2,3,2
supremect,66,11,0,45
suprised,2,2,0,2
surfaces,4,2,1,0
surfermom77,0,3,1,1
surfing,4,2,1,0
surged,1,0,19,3
surgeon,1,2,4,0
surrenders,2,4,0,8
surrey,1,0,1,1
surviving,1,3,0,1
surya,0,6,9,15
suryaray3,0,5,6,7
sus,0,1,7,7
susie,1,0,7,1
suspends,1,0,34,1
suspicions,1,6,0,1
suva,0,4,3,1
suvs,0,1,1,2
sux,0,1,1,4
suzy,2,0,1,2
suzybluelady,3,2,0,4
svc,0,1,1,1
swaggbundlez,4,0,1,1
swan,0,3,1,1
swap,2,5,0,3
swaqgalaxygh,1,0,1,1
swarm,8,0,7,47
swarming,0,1,1,3
swastika,0,1,3,1
swayed,1,6,1,0
swearing,0,5,1,2
swears,1,2,1,0
sweatshirt,2,4,0,7
sweaty,1,0,1,1
sweden,2,0,1,2
sweetangelface,0,2,2,2
sweets,4,1,0,4
swim,0,3,1,3
swimming,0,5,2,2
swimsuit,0,2,2,5
swine,0,5,3,4
swings,0,1,1,1
swipe,0,1,2,3
swohtz,1,0,1,1
swoop,1,0,2,1
sy,0,1,12,1
syllabus,2,1,0,1
symbolize,1,2,1,0
symbolizing,0,1,1,1
symbols,2,0,1,1
symone,2,0,4,10
synod,1,1,1,0
syracuse,2,1,0,2
systematically,0,5,2,3
systemicracism,0,1,1,1
t20,0,3,16,1
t_h_e_f_a_c_e,0,12,3,2
tables,5,4,0,1
tabloid,1,4,1,0
taboo,1,1,0,2
tacit,1,0,1,1
tactically,0,2,1,1
tae,1,2,1,0
tafs,0,3,1,3
tagging,1,6,0,6
tailed,1,1,0,2
taillight,1,1,1,0
tainting,0,4,1,1
taiwan,1,0,3,2
takeaways,0,36,2,1
takers,4,2,0,1
takethecrown,0,1,1,1
talal,1,1,0,1
talkmaster,1,6,0,3
talkn,2,1,0,1
talkradiance,0,1,3,2
talksportdrive,6,0,2,2
tally,0,4,1,4
talm,1,1,1,0
talmbout,6,0,1,1
talve,5,0,3,13
tamarbraxtonher,1,0,2,1
tampered,2,3,0,1
tampering,7,10,34,0
tamronhall,4,3,2,0
tandem,1,1,0,1
taneycode,3,21,7,0
tango,1,1,1,0
tanya,1,3,1,0
tapping,0,3,2,9
tarekfatah,2,0,1,4
tarnish,1,2,0,6
tarpley,1,0,1,1
tas,1,1,0,2
tasered,0,1,5,14
tashabilities,1,0,3,26
tastes,1,2,1,0
tasty_steve,1,1,0,1
tat,0,3,2,3
tatsrevolution,2,0,4,2
tatters,1,1,0,1
tau,1,2,0,1
taunts,0,3,5,8
taurean,3,1,0,5
taxpayer,0,8,5,8
taylorswift13,1,2,3,0
taze,1,0,2,1
tazer,1,2,0,2
tazers,1,1,0,1
tb,2,0,5,3
tb_times,0,1,1,2
tbf,1,0,1,1
tcaldarez,1,0,3,3
tch,1,0,5,1
tcnj,0,3,2,1
te20,0,3,3,3
teachings,1,1,0,1
team_malagueton_f,1,1,0,1
teambrianmundial,20,0,16,32
teambuck,2,1,0,2
teamcoco,1,1,11,0
teamcrazzy,1,1,0,3
teamed,2,3,0,2
teamedshow,2,0,10,13
teammates,1,0,1,4
teamwork,0,2,2,2
teapartyexpress,1,1,0,1
teapartynevada,10,5,0,2
teargassing,1,1,1,0
teary,1,2,1,0
teasing,3,1,0,1
teawithcarl,1,3,0,1
techdirt,0,2,11,3
technique,1,0,2,3
technoolgy,0,1,3,4
technos,0,1,4,2
technovaapp,0,1,3,4
teespring,3,0,5,1
tef_poe,2,4,1,0
telegraphios,1,0,1,3
telegraphsport,2,2,0,1
telly,0,4,2,1
temperature,0,1,2,3
tempers,17,1,0,11
temples,1,0,1,1
templeton,1,3,0,5
tempo,2,14,1,0
temporarily,2,11,3,0
temporary,0,4,5,5
temps,1,1,0,1
tenor,3,0,2,2
tens,0,3,1,4
terence_da_amog,3,0,1,1
teresa,4,0,5,7
terminated,1,1,0,1
termination,1,1,2,0
terrace,1,4,0,2
terrify,0,2,5,1
terrimore1,3,1,1,0
terrinamajnoona,1,0,1,5
terroristic,0,2,2,1
test1,2,0,1,1
testifies,31,4,16,0
tetragrammaton7,2,4,0,12
tevlin,0,1,1,1
texasteapeggy,1,0,1,1
texbarb,4,2,0,1
textbook,0,1,2,2
tey,13,1,0,1
tf0620,3,6,2,0
tfa,2,1,2,0
tfootballlover,3,3,0,1
tftproject,4,1,0,3
tfw,0,1,1,1
tg,0,1,1,2
tgcc,1,1,0,1
tgit,2,1,2,0
thang,6,0,2,3
thankathug,1,0,2,7
thanked,31,2,0,4
thankyou,2,0,3,8
thankyoudarrenwilson,1,0,1,1
that_guy_19033,4,2,1,0
thatawkwardmoment,0,1,3,1
thatcher,1,2,0,2
the2kferguson,3,3,1,0
the3kngz,1,1,0,3
the_book_girl,1,0,1,1
the_intercept,2,0,1,1
the_news_diva,1,0,2,1
the_real_despo,0,1,1,1
thealleyeceeing,6,0,1,4
theamazon1,2,1,4,0
theapjournalist,4,0,2,1
theasthmatic,1,13,3,0
theaters,1,0,3,1
thebaxterbean,2,1,6,0
thebholland,2,3,0,1
theblazetv,1,1,1,0
theccr,2,0,1,2
theconstitution,0,35,63,20
thecoreyholcomb,3,1,1,0
thecraigvinson,1,1,0,1
thecrisismag,1,0,1,6
thecumiashow,2,1,1,0
thedailyvox,0,1,2,2
thedcgazette,0,1,1,1
thedonnapiranha,0,1,1,3
theepharoah,0,6,1,1
thefix,1,1,0,4
thefixfox,3,1,1,0
thefts,2,1,0,1
theguardian,5,7,0,9
thehappypelican,1,3,1,0
thehermancain,1,6,0,8
thei,1,2,0,1
theinquisitr,3,10,3,0
theirabc,2,2,0,4
thejuanwilliams,1,8,0,4
theladyharrisrn,1,1,5,0
thelatelateshowwithcraigferguson,2,1,0,1
thelatinegrxs,4,0,1,1
thelbsign,0,1,1,1
themesh,0,1,1,5
themesnap,0,2,1,4
themovement,1,0,20,13
theodore,2,1,0,10
theological,0,2,9,3
theologies,2,1,1,0
theonlyadult,5,1,0,7
theorists,1,4,0,1
thepeoplesrecord,1,0,1,3
thepoliticalcat,1,1,0,8
ther,4,5,0,1
therapy,0,6,3,6
thereaibanksy,4,4,1,0
thereaihoodrept,6,2,1,0
therealbakari,2,0,1,2
therealgoat314,1,1,0,1
therealjuicyj,2,1,0,1
therealroseanne,0,7,1,2
therealtymula,2,3,0,1
therightscoop,7,6,0,6
theriverwanders,0,3,2,2
thermal,2,2,0,1
therobertbriggs,0,1,4,1
therreport,0,3,1,2
thestalwart,1,8,1,0
thestlscoop,4,0,3,1
thestruggle,2,1,0,2
thestrugglecontinues,0,1,1,1
thesusannichols,0,3,23,2
thethinblueline,1,1,0,1
thetimes,1,0,2,2
thetruth,1,2,1,0
thetwomikes,0,1,1,1
thewalkingdead,3,0,2,4
thewayoftheid,2,0,3,2
thewrap,6,4,0,3
thexclass,5,2,0,1
thexdexperience,2,1,0,2
thexfactor,0,1,1,2
theyoungist,45,2,0,1
theyr,1,1,0,2
theyve,1,2,0,3
thezomb,5,2,0,9
thi,7,6,0,5
thier,1,7,0,4
thinkaboutit,3,1,1,0
thinker,1,5,0,5
thinkers,2,0,1,8
thinking_helps,6,5,0,3
thinkingoutloud,0,1,1,1
thirds,1,0,6,2
this4,1,1,1,0
thiscantcontinu,0,1,8,1
thisiswhatdemocracylookslike,2,0,1,1
thisiswhereilive,1,1,0,3
thisl,1,1,0,3
thisweekabc,3,0,2,2
thm,0,1,1,1
thnk,3,0,1,1
thomasclark92,1,1,1,0
thomaspaine5,1,1,2,0
thomson,1,2,2,0
thoughtfully,1,1,1,0
thre,0,1,1,1
threshold,4,3,1,0
thrill,0,3,1,2
thriller,1,3,1,0
throwers,0,1,3,1
thts,4,1,2,0
thu,0,1,2,3
thugfest,2,2,0,1
thugging,1,2,0,1
thugtivist,0,1,3,2
thumb,0,17,2,1
thumbs,0,5,2,16
thurs,8,0,9,3
thwart,1,3,1,0
ti317,0,10,1,2
tibet,3,1,6,0
tibetan,5,1,0,2
tides,1,2,3,0
tidings,0,1,1,2
tienanmen,0,2,1,1
tiger,0,3,1,2
tigers,0,5,2,4
tighter,1,0,1,2
tim_cahill,2,2,1,0
timcast,0,2,1,42
time4,0,16,31,1
timeforchange,1,0,1,1
timothy,0,23,1,5
tin,3,0,1,2
tinderbox,203,40,1,0
tipped,4,0,12,6
tiredoflaundry,5,6,1,0
tireless,2,3,0,2
tires,3,1,2,0
tit,0,3,3,2
titans,1,1,0,1
titular,1,0,1,1
tj,2,1,0,1
tkcal,0,1,1,1
tkgprototype1z,0,2,1,1
tkpsky,5,1,0,3
tkrypt,5,1,2,0
tlk,3,2,0,2
tlls,2,3,1,0
tltesq37,0,2,1,1
tm,1,2,2,0
tm_warrior,9,1,0,2
tmikamouse,0,1,5,7
tmm,1,0,1,1
tmr,0,1,1,1
tmw,1,0,1,5
tnn,4,3,0,1
tnr,1,8,0,1
tntweeters,7,0,3,6
toast,1,0,11,2
tobacco,29,2,2,0
tod,2,1,2,0
todayshow,0,2,3,7
todd__kincannon,3,33,0,1
toes,1,2,1,0
tolerant,4,7,3,0
tomfoolery,1,0,1,2
tomjackson,1,0,1,8
tommyguns____,1,0,1,3
tomorrows,1,1,0,3
toms,1,0,2,5
tonga,0,4,3,1
toni,1,1,0,4
tonights,0,4,5,9
tonybarbose,1,1,0,2
tonyfergusonxt,0,2,1,1
tonykatz,1,0,1,1
toomanytoname,0,1,2,2
toomuchme,3,1,0,5
tooth,0,1,3,2
top_stories,2,1,1,0
topix,1,2,1,0
topnewscaps,0,2,1,1
topped,3,0,1,3
topstory,1,0,3,2
torched,5,1,0,5
torching,2,1,1,0
toriwtaf,0,1,2,1
tormented,1,1,3,0
torontostar,4,1,0,4
torrent,2,0,5,2
tosh,1,1,0,1
tosser,0,2,1,1
totes,1,2,1,0
tottenham,115,55,0,1
touchy,2,0,1,1
toughest,2,2,10,0
tournament,0,4,4,1
tow,0,1,2,1
towering,1,1,0,1
toxicology,5,53,0,1
tpo_patriot,2,0,1,1
tppatriots,1,0,1,1
trace,0,5,1,1
traced,4,2,0,8
traces,1,5,1,0
traciethoms,3,4,0,3
tracymo53321503,1,2,0,3
traded,2,0,1,2
trader,1,0,2,1
trailing,0,3,1,1
trails,1,4,0,1
trainer,2,1,0,2
trainings,0,1,3,7
trajectory,1,8,0,1
tram,0,1,1,1
tramp,1,1,0,1
trans4m,3,0,1,3
transcend,2,1,0,1
transfernews,0,1,2,5
transforming,6,0,10,3
translate,0,2,1,5
translivesmatter,15,5,0,7
transphobia,2,2,0,1
transportation,0,5,2,3
transported,3,2,0,7
trapping,1,0,1,1
traps,1,0,3,1
trashcans,1,1,1,0
trashing,5,2,0,3
traumatized,4,0,1,2
travelled,1,1,0,1
travelnews,3,0,11,2
travismcmillen,0,1,1,2
travonmartin,4,0,3,4
tray24u1,4,7,2,0
tread,1,1,3,0
treasury,1,1,2,0
tremendously,1,1,0,1
trench,0,1,1,2
trenches,1,0,1,1
trendy,1,3,0,3
trent,0,2,1,2
trentoantonio,1,1,0,2
trenton,46,42,0,4
trespass,1,1,0,1
trevor,2,0,2,2
tri,3,2,0,1
trialjunkee,1,1,0,3
tribex_stl,22,5,0,14
tributes,5,1,1,0
tricked,3,2,0,3
trickery,7,1,0,3
trifecta,0,2,1,2
triggered,0,5,3,3
triggering,1,1,0,4
triggers,1,1,0,75
trillion,3,0,3,6
trilogy,0,1,1,11
trinity,0,2,1,2
triple,0,2,4,9
tripp,1,1,0,1
triumphant,184,0,1,1
trivialize,0,1,1,2
trollinfools,1,0,3,7
trope,2,0,1,2
tropical,2,0,8,3
trotting,1,1,1,0
troublemaker,0,3,1,1
troydavis,3,1,1,0
trscoop,5,5,0,5
truahrabbis,0,2,2,7
truce,1,4,0,2
truemira,2,0,1,2
truestory,2,1,1,0
trujillo,5,0,6,1
trumped,2,5,0,3
trustworthy,0,1,1,1
truth573,21,10,5,0
truthfully,1,1,0,2
truthhurts,0,1,2,2
truthrevolt,1,1,1,0
trymaine,1,0,3,13
trynna,2,0,2,1
trys,1,2,0,1
tsalommy,9,1,0,5
tscent,1,0,3,4
tsgnews,1,1,0,1
tshandj,0,1,1,2
tshirts,0,7,2,4
tsk,2,4,0,1
tt,3,0,3,1
ttank66,7,0,1,2
tubed,0,2,1,3
tuesdays,0,1,9,1
tuff,1,0,1,1
tulsa,2,0,2,6
tuner,3,10,9,0
tunes,0,1,1,1
tunnels,1,1,1,0
turbo,3,3,1,0
turnoutforwhat,1,1,0,7
turtle,0,4,1,4
turtles,0,1,5,2
tuscaloosa,2,2,1,0
tussle,3,4,0,1
tutoring,0,1,5,2
tuxcedocat,2,2,2,0
tvs,3,6,0,5
twat,2,4,0,3
tweeklyfm,1,1,1,0
tweep,1,0,1,2
tweet4freedom,2,0,2,3
tweetin,3,0,1,2
twelve,2,0,2,2
twerking,3,0,1,1
twichyteam,1,3,0,1
twiiter,1,1,0,1
twink,1,1,1,0
twisting,3,4,1,0
twitchy,4,20,0,6
twitjb,2,1,0,2
twitternewschat,1,0,2,3
twitterstorm,6,6,0,4
twt,2,1,1,0
txhsfb,10,6,0,3
txpolitics,9,0,15,10
tylerperry,1,0,4,1
typed,1,2,1,0
typos,0,5,1,1
tyres,0,2,3,1
tyrese,1,1,0,1
tyt,1,2,3,0
tytnetwork,0,2,3,2
tyvm,0,1,1,1
u2,2,0,4,1
uber,1,10,1,0
uberfacts,2,1,0,2
ubiquitous,1,1,0,1
uc,4,2,1,0
ucc,0,2,1,10
ucfwst3460,2,0,2,3
uck,1,7,1,0
uf,1,1,0,2
ufc181,1,1,1,0
uglier,1,2,0,1
ugliness,4,1,2,0
uhaul,7,0,1,1
uhh,0,1,1,3
uhuru,1,3,6,0
ulster,0,1,1,1
ulterior,2,0,1,1
umbrellas,0,2,9,19
umich,6,5,0,1
ummmmm,0,1,1,3
unaccountable,2,5,0,1
unaffected,1,4,0,1
unanswered,0,2,2,7
unapologetically,1,0,1,6
unarmedcivilian,1,3,0,7
unavoidable,1,2,2,0
unbearable,2,2,0,3
unbelievably,2,0,2,4
uncertain,5,0,3,5
uncertainty,1,1,0,1
uncivilized,12,16,0,7
uncles,0,2,2,1
uncletom,0,1,3,1
unconstitutionally,2,0,1,1
uncover,1,0,1,1
uncovering,1,0,3,1
uncutcg,2,0,1,1
undeniably,0,1,1,1
underbelly,2,0,11,3
underclass,0,2,1,2
underestimated,14,1,1,0
undergrad,1,3,0,1
underhanded,1,1,1,0
undermine,4,6,0,6
underrated,2,1,0,2
underscores,0,3,2,9
understatement,0,4,2,3
undertones,2,0,1,1
underwear,2,3,0,2
undisclosed,0,1,2,4
undo,1,2,0,2
undoubtedly,0,2,4,3
unease,1,2,0,6
unexpectedphoto,4,2,0,2
unfiltered,0,1,3,3
unfit,0,3,3,4
unfolded,3,0,3,6
unfolding,0,3,2,15
unfolds,3,3,0,20
unfounded,0,1,1,1
unfurl,1,0,16,19
ungrateful,2,5,0,14
unharmed,1,1,2,0
unhealthy,5,0,1,3
unhinged,0,4,1,1
unicorns,1,0,1,3
unidentified,4,2,0,1
unimaginable,2,1,0,2
unimportant,3,1,1,0
unindicted,0,2,1,2
unintended,1,2,0,2
unintentional,1,0,1,1
unitarian,13,1,0,2
unitedwaystl,5,0,3,7
unitewomenorg,10,2,0,6
universoulove,2,0,1,2
unknowingly,1,2,1,0
unlawfulness,1,1,1,0
unload,1,1,0,5
unloaded,3,2,0,1
unloading,0,1,1,4
unmask,1,1,5,0
unmoved,0,1,6,5
unnoticed,0,3,4,3
unopposed,0,6,14,3
unpaid,1,4,0,1
unpatriotic,0,1,2,6
unpopular,1,2,0,2
unpredictable,1,1,0,1
unproductive,0,1,2,3
unprofessional,0,4,2,2
unprovoked,1,2,0,3
unpunished,0,3,2,2
unqualified,1,2,2,0
unravel,2,2,0,3
unrecognizable,4,3,1,0
unregistered,0,3,2,23
unreliable,1,3,0,1
unreported,0,3,1,3
unrepresentative,0,1,2,1
unseen,0,2,1,1
unsigned,2,0,2,2
unstable,2,6,0,3
unsurprisingly,0,3,6,1
untiljustice,0,1,3,2
untitled,1,2,0,1
untoldcarlisle,2,2,9,0
untouchable,1,0,1,1
untrustworthy,2,1,0,1
unusually,1,2,0,1
unveiling,4,1,0,16
unverified,1,2,0,1
unwanted,1,2,0,1
uownit,1,0,1,1
upbringing,1,1,0,2
updating,6,5,0,4
upgrade,1,0,1,1
upheaval,1,1,1,0
upheld,1,0,22,3
upi,0,21,8,1
uplifting,0,3,3,5
uploading,2,1,0,2
uploads,0,1,2,1
uppastryplate,2,1,1,0
uppity,2,1,0,6
uprisin,0,1,1,2
uprisings,2,0,6,2
upsets,4,1,0,6
upstream,0,1,1,3
uptown,0,15,2,1
urbancusp,0,3,1,3
urbanshield,1,3,0,3
urbanterrorist,0,1,1,1
urged,0,1,3,4
urgency,5,0,4,4
urhighness_love,0,1,1,1
urottenniggers,2,0,2,1
urr,1,0,1,1
urs,0,1,1,2
urselves,1,1,0,2
us_news,0,3,2,9
usag,0,1,3,2
usagainstthem,0,1,1,3
usaheadlines,3,4,0,2
usanews,2,3,0,2
usdoj,4,3,1,0
usf,0,1,2,8
usmc,4,3,0,9
usradionews,0,3,1,1
ussr,1,1,1,0
usto,2,1,1,0
utbeth73,1,1,0,3
utdreport,0,5,2,1
utilizes,1,0,1,1
utilizzato,2,1,0,1
utm_source,1,2,4,0
utopia,1,0,2,2
uttered,5,1,1,0
uu,12,1,0,5
uuprez,2,1,0,1
uuwithferguson,2,1,0,7
uv,2,2,0,4
v8,0,1,3,1
vacant,0,2,1,3
vacations,3,1,0,4
vacay,1,3,2,0
vadalized,1,2,0,4
vague,1,2,2,0
vaguely,1,1,2,0
valdosta,1,0,4,1
vale,1,1,1,0
valiant,1,1,0,1
validate,0,1,2,2
validates,1,1,0,4
validation,1,1,1,0
validmag,2,1,0,2
valuables,0,1,1,1
valyriansteeler,5,10,0,7
vandalized,4,0,2,1
vandalizing,1,1,0,3
vandals,5,1,2,0
vanderbilt,4,5,0,4
vane,1,1,0,1
vanity,3,1,0,2
vanpoli,4,2,0,2
vans_66,0,1,1,1
var,0,1,1,2
varied,1,1,0,2
varying,2,0,1,1
vastly,1,2,0,8
vat,0,1,1,1
vault,0,1,1,1
vaw,1,0,2,2
vega,8,0,2,5
veggie,0,1,2,2
velma,4,2,2,0
velvet,0,2,5,4
venn,1,0,1,2
venom,0,1,3,1
vent,8,3,0,3
venture,2,0,1,1
venues,2,0,3,2
verdicts,1,0,1,1
vereen,0,2,1,1
verge,0,3,1,9
vergenetwork,0,1,1,2
vermin,2,2,0,3
veronicavmware,1,2,0,1
vestorvote,8,3,0,4
vetted,0,2,3,1
vexed,0,1,1,2
vezzo,2,1,1,0
vfw_vet,2,1,0,9
vh1,1,0,1,1
vicariously,0,1,1,1
vicinity,0,1,1,1
vicki,3,2,1,0
vickijee,0,1,2,4
vickimckenna,1,2,0,1
victimhood,0,7,1,2
victimization,1,1,0,2
victor,1,3,1,0
victories,2,4,0,1
victorious,2,0,1,2
vide,0,1,6,3
videogames,0,1,1,1
videotape,3,4,0,3
videotaping,2,0,2,1
vidya,1,1,0,1
viera,2,0,2,2
viewer,0,29,2,1
viewpoints,1,0,2,2
viggle,2,1,0,1
viggling,2,0,1,4
vigilantes,1,3,0,6
vigilantism,0,2,2,1
vigorously,1,1,0,1
vilify,0,4,1,4
villain,3,4,0,1
vincent,1,0,1,2
vincewarren,2,1,1,0
vindicated,3,9,0,2
vindictive,1,3,0,1
vineforthebyrd,1,1,0,115
vineyard,2,0,3,14
violators,0,3,3,1
violin,1,1,1,0
vipers,0,1,2,1
virulent,1,0,1,2
virvusj,2,2,1,0
vitriol,2,0,4,5
vittis,1,1,0,3
viva,2,0,1,4
vivid,3,1,1,0
vivyllons,0,1,4,17
vladduthierscbs,1,5,0,1
vladimir,0,2,1,1
vlog,2,1,0,2
vocabulary,3,0,3,2
voiceless,1,3,0,2
voiceofsoul,2,0,1,1
voicing,0,2,3,1
vol,1,4,3,0
volley,1,1,0,1
volume,1,0,3,9
volunteennation,0,3,1,3
volunteering,0,1,10,5
vonderitt,17,11,0,17
vonderittmyers,14,34,0,51
vonderrick,3,3,0,111
vonderrickmyers,1,60,0,130
vonderrit,55,47,0,118
vonderritmyers,164,317,0,786
vonderritt,1,3,0,9
vonderrittmyers,4,2,0,45
voodoo,0,2,2,1
vortex,1,3,1,0
votedem,1,0,2,3
voterid,11,3,2,0
votr,2,0,1,2
vouch,0,1,1,1
vouchers,2,1,0,6
voyage,1,0,1,1
vp_renewsit,12,5,0,1
vra,2,1,2,0
vt,1,0,1,3
vtrepublican,2,2,2,0
vudivinity,1,0,1,1
vultures,2,3,0,1
vwebbjr,0,1,2,1
vídeo,1,0,3,1
waa,0,4,1,1
waar,3,8,0,5
wabash,1,1,2,0
wacked,0,1,1,1
wacko,2,1,0,2
wackos,2,1,1,0
waco,3,2,0,6
waffle,1,11,0,2
wager,1,2,2,0
wagingnv,0,4,1,2
wagner,5,2,0,2
wagons,0,1,1,7
wah,5,0,1,6
wailing,2,2,0,3
waistband,1,0,1,2
waite,1,0,1,1
wake_up_service,4,3,0,4
wakeupnow,0,2,2,2
wakeuppeople,2,1,0,1
waldo,1,0,3,1
wales,0,4,1,1
wallabies,1,1,1,0
wallet,0,1,5,6
wallis,27,3,0,37
wallstreet,8,2,0,6
walmarts,112,3,0,65
walt,1,0,1,1
waltermoore5,1,1,1,0
wan,2,0,3,4
wanderer19,1,0,2,1
wandering,1,1,0,4
wapost,0,4,1,3
ware,0,1,1,4
warmachine,0,2,1,1
warmth,2,1,15,0
waronblackmales,3,5,0,5
warondrugs,0,1,1,1
warrensburg,4,0,1,3
warwick,1,1,1,0
warzone,0,3,1,3
washin,0,1,2,2
washing,2,2,0,3
washingto,0,1,1,1
washpostdc,0,1,2,1
washu,1,3,0,6
wastes,1,1,0,1
watchdog,2,1,2,0
watcheo,1,0,1,1
watchful,0,2,1,4
watchout,2,1,1,0
watering,1,3,0,1
waterisaliv1111,0,3,1,5
watermelon,0,2,3,1
watermelons,1,0,1,1
watkins,0,1,6,1
waved,0,4,1,2
waveofaction,1,1,0,6
waynebogda,2,3,0,1
waynerooney_ina,4,0,1,2
wb,1,0,1,4
wc,3,1,1,0
wcrc,1,1,0,1
wdmichael3,2,13,0,1
weaken,1,0,3,1
wearechange,1,2,0,1
wearemikebrown,1,1,0,5
weariness,17,0,1,29
weaves,2,4,0,2
webber,2,2,1,0
webinar,3,0,6,1
webprospector1,1,1,0,1
wechargegenocide,0,12,1,1
weco,1,0,1,1
wecopwatch,1,1,2,0
wednesdays,1,1,0,4
weeds,0,1,1,2
weekendofresistance,5,0,17,170
weighed,0,3,3,1
weirder,1,1,0,1
welbeck,2,11,32,0
welcomes,0,22,6,6
welldone,0,1,1,1
wellington,0,1,1,1
wellness,0,2,4,4
wellston,1,3,2,0
wendydavistexas,2,3,0,2
wendywilliams,0,1,2,1
werallanonymous,2,3,0,2
werd,1,0,1,3
wesaynomore,2,1,0,3
weshallnotbemoved,1,1,0,1
westbank,1,0,1,1
westborobaptistchurch,1,0,2,1
westlakelandfill,1,0,8,1
weve,0,1,2,2
wewillwin,1,0,1,5
wflorissant,2,1,0,1
wfmccl,5,6,0,2
whaaa,0,1,1,1
whackjob,2,7,0,5
whale,2,1,0,2
whatchu,1,3,0,1
whatsatstake,3,2,0,1
whatshouldplaynext,4,1,2,0
whatsup,0,1,1,1
whattheffacts,1,0,4,1
whe,6,0,1,1
wheelchair,2,5,4,0
whereisdarrenwilson,2,12,1,0
whereisjustice,1,1,1,0
